#,#,#,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,11,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,17,17,17,18,19,19,19,20,20,20,20,20,20,
#,#,#,Name,File path,Created on,Studiable type,Axis name - X,Axis length - X,Axis size - X,Axis spacing - X,Axis name - Y,Axis length - Y,Axis size - Y,Axis spacing - Y,Axis name - Z,Layer type - Z,Axis length - Z,Axis size - Z,Axis spacing - Z,NM-points ratio - Z,Name,Axis spacing - X,Axis spacing - Y,Name,NM-points ratio - Z,Sq,Ssk,Sku,Sp,Sv,Sz,Sa,Smr (c = 1 µm below highest peak),Smc (p = 10%),Sxp (p = 50%  q = 97.5%),Sal (s = 0.2),Str (s = 0.2),Std (Reference angle = 0°),Ssw,Sdq,Sdr,Vm (p = 10%),Vv (p = 10%),Vmp (p = 10%),Vmc (p = 10%  q = 80%),Vvc (p = 10%  q = 80%),Vvv (p = 80%),Maximum depth of furrows,Mean depth of furrows,Mean density of furrows,First direction,Second direction,Third direction,Texture isotropy,Number of points,Length-scale anisotropy (Sfrax) (epLsar),Length-scale anisotropy (NewEplsar),Number of points,Reg. coefficient R²,Fractal complexity (Asfc),Scale of max complexity (Smfc),HAsfc9 (HAsfc9),HAsfc81 (HAsfc81),
#,#,#,<no unit>,<no unit>,<no unit>,<no unit>,<no unit>,µm,points,µm,<no unit>,µm,points,µm,<no unit>,<no unit>,µm,digits,µm,%,<no unit>,µm,µm,<no unit>,%,µm,<no unit>,<no unit>,µm,µm,µm,µm,%,µm,µm,µm,<no unit>,°,µm,<no unit>,%,µm³/µm²,µm³/µm²,µm³/µm²,µm³/µm²,µm³/µm²,µm³/µm²,µm,µm,cm/cm2,°,°,°,%,<no unit>,<no unit>,<no unit>,<no unit>,<no unit>,<no unit>,µm²,<no unit>,<no unit>,
2023/06/05,17:48:01,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc1_100x_meas1.mnt,CC_A_loc1_100x_meas1,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc1_100x_meas1.plux,04/05/2023 10:36:24,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,26.423042,26423042,1e-06,1.921817555,CC_A_loc1_100x_meas1 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc1_100x_meas1 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),3.029439204,1.216900608,-0.3324890965,2.531089278,2.73917,3.419274,6.158444,0.9953219389,5.865499589,1.501281603,2.616679335,20.72644025,0.5567233555,58.51425571,0.6583790797,0.1788874174,1.506668732,0.03822744137,1.5395089,0.03822744137,1.208084791,1.391427209,0.1480816912,2.330753,0.8337031417,2026.883775,37.00334227,56.54719844,89.98706239,47.34345062,200,0.001190735023,0.01718885164,200,0.9840621197,1.851713048,86.15294511,0.2487842445,0.5906367797,
2023/06/05,17:48:24,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc1_100x_meas2.mnt,CC_A_loc1_100x_meas2,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc1_100x_meas2.plux,04/05/2023 10:39:52,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,25.652147,25652147,1e-06,1.960018382,CC_A_loc1_100x_meas2 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc1_100x_meas2 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),3.049307211,1.179617399,-0.3453719802,2.445013999,2.728211,3.249398,5.977609,0.9692664579,4.991384134,1.466514006,2.496966089,20.41661176,0.5302128307,58.51580408,0.6583790797,0.1762587753,1.467241585,0.0330068183,1.499521272,0.0330068183,1.177221836,1.351987164,0.1475341076,2.286745,0.8079500789,2022.394225,37.00373754,90.00751472,56.55262414,51.88475238,200,0.001128927582,0.01723833746,200,0.9920471114,1.787470208,48.78198793,0.2329558709,0.5822596479,
2023/06/05,17:48:48,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc1_100x_meas3.mnt,CC_A_loc1_100x_meas3,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc1_100x_meas3.plux,04/05/2023 10:42:24,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,24.453082,24453082,1e-06,2.227280561,CC_A_loc1_100x_meas3 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc1_100x_meas3 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),3.344563077,1.159639001,-0.3552218013,2.419064276,2.691938,3.171959,5.863897,0.9563751082,4.781404113,1.433143613,2.478542335,20.34239013,0.537420982,58.51425845,0.6583790797,0.175793189,1.461777572,0.03196542188,1.465109427,0.03196542188,1.152959113,1.318488887,0.1466205402,2.291874,0.791866183,2033.563186,37.00463597,89.99659989,56.55125977,58.70931854,200,0.001244378768,0.01734806878,200,0.9919592054,1.822077797,51.96430467,0.1722547748,0.5164331512,
2023/06/05,17:49:11,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc2_100x_meas1.mnt,CC_A_loc2_100x_meas1,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc2_100x_meas1.plux,04/05/2023 11:28:01,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,92.291542,92291542,1e-06,7.473862592,CC_A_loc2_100x_meas1 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc2_100x_meas1 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),9.838464462,1.65633797,1.530409683,8.222024958,8.770563,3.392293,12.162856,1.139739335,0.3605701096,1.299871441,2.773391535,15.28406763,0.4082060191,84.49349707,0.6583790797,0.4089966448,4.86430055,0.2068188938,1.506690424,0.2068188938,1.155887439,1.352250561,0.1544398625,4.505557,1.292344205,2210.950438,90.0030828,84.27736442,78.66287422,72.77926151,200,0.001522344197,0.01759509621,200,0.9695961956,9.401217498,37.88584608,3.110228385,4.705708272,
2023/06/05,17:49:34,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc2_100x_meas2.mnt,CC_A_loc2_100x_meas2,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc2_100x_meas2.plux,04/05/2023 11:33:42,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,92.330719,92330719,1e-06,7.421156939,CC_A_loc2_100x_meas2 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc2_100x_meas2 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),9.778687675,1.660076741,1.453657055,7.720734842,8.385795,3.451509,11.837304,1.153874354,0.4047777849,1.323790796,2.764029576,15.1579667,0.3964592042,84.49087858,0.6583790797,0.395211015,4.711679313,0.2046669782,1.528457814,0.2046669782,1.17900082,1.37382118,0.1546366341,4.5190945,1.286171059,2228.890208,89.99409374,84.26899352,78.65584447,68.00085859,200,0.001796345543,0.01773082041,200,0.9803760278,7.539994264,62.8119098,1.589837679,5.05550126,
2023/06/05,17:49:56,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc2_100x_meas3.mnt,CC_A_loc2_100x_meas3,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc2_100x_meas3.plux,04/05/2023 11:39:32,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,92.179985,92179985,1e-06,7.290900735,CC_A_loc2_100x_meas3 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc2_100x_meas3 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),9.676410629,1.672438156,1.342817684,7.12333616,8.221306,3.535302,11.756608,1.174520305,0.3790765609,1.340443229,2.785412905,15.04553967,0.3796597473,84.49233642,0.6583790797,0.4100509485,4.876692902,0.2052963607,1.545739333,0.2052963607,1.218516407,1.389701593,0.1560377403,4.589052,1.312929646,2198.417807,90.00072798,84.2687718,142.9886268,65.80603066,200,0.001234299585,0.01778691873,200,0.9860919332,7.913469285,51.96430467,1.203558347,3.910637467,
2023/06/05,17:50:18,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc3_100x_meas1.mnt,CC_A_loc3_100x_meas1,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc3_100x_meas1.plux,04/05/2023 12:14:39,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,90.37735,90377350,1e-06,10.99121094,CC_A_loc3_100x_meas1 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc3_100x_meas1 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),17.30399779,2.244968527,2.971046905,21.02096348,16.758899,4.920257,21.679156,1.454134541,0.2107577466,1.661310314,3.360698586,15.39440959,0.2661670872,176.9911768,0.6583790797,0.3841581387,4.172498192,0.2270304906,1.888340647,0.2270304906,1.59873091,1.71523009,0.1731105566,3.8879148,0.9746719753,2717.478054,0.02752820423,37.01839493,142.981854,62.33723654,200,0.002994685933,0.01888620966,200,0.9934546196,4.51543877,11.40276297,0.9225810118,1.698557314,
2023/06/05,17:50:41,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc3_100x_meas2.mnt,CC_A_loc3_100x_meas2,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc3_100x_meas2.plux,04/05/2023 12:20:25,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,90.520866,90520866,1e-06,10.91251149,CC_A_loc3_100x_meas2 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc3_100x_meas2 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),17.18859058,2.197374863,2.896395727,20.57470901,16.315402,4.992381,21.307783,1.434987769,0.249343203,1.655041428,3.290136312,15.36485451,0.2627527225,176.9891598,0.6583790797,0.3734986947,4.018479144,0.2185534092,1.873594711,0.2185534092,1.577837422,1.701548578,0.1720461334,3.640133667,0.9593345829,2719.018093,0.01808263695,37.02061583,20.4547003,63.50677264,200,0.003074548286,0.01892800391,200,0.9918355201,4.300021776,4.419017355,0.9586738137,1.688076119,
2023/06/05,17:51:03,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_A - CC_A_loc3_100x_meas3.mnt,CC_A_loc3_100x_meas3,D:\Data\DMTA-sharks_MerleGreif\C.con_A\CC_A_loc3_100x_meas3.plux,04/05/2023 12:26:00,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,90.936943,90936943,1e-06,10.84408031,CC_A_loc3_100x_meas3 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_A_loc3_100x_meas3 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),17.13330569,2.138343245,2.801615705,19.93933914,15.829936,4.905119,20.735055,1.406809332,0.2875333923,1.637558833,3.243297943,15.29801428,0.2604630607,176.2592177,0.6583790797,0.359519941,3.874555907,0.2112337551,1.848792465,0.2112337551,1.534756362,1.675560638,0.173231827,3.56045,0.9463035555,2714.375287,0.01758599788,37.02791552,142.9949404,64.20231307,200,0.00281781237,0.01881819386,200,0.9933579151,4.395706653,8.855795782,1.079764953,1.297419703,
2023/06/05,17:51:27,D:\Data\DMTA-sharks_MerleGreif\analysis\EAVP\DMTAsharks_EAVP_processing_100x --- C.con_B - CC_B_loc1_100x_meas1.mnt,CC_B_loc1_100x_meas1,D:\Data\DMTA-sharks_MerleGreif\C.con_B\CC_B_loc1_100x_meas1.plux,04/05/2023 13:09:26,Surface+image,X,175.3109908,1360,0.1289999932,Y,131.966993,1024,0.1289999932,Z,Topography,30.234358,30234358,1e-06,3.836957146,CC_B_loc1_100x_meas1 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm),0.2,0.2,CC_B_loc1_100x_meas1 > Topography layer > Resampled (on X - 0.2 µm  on Y - 0.2 µm) > Leveled (LS-plane) > Waviness (S-F) (Robust Gaussian  order 0  2.500 µm) > Form removed (LS-poly 2) > Outliers removed > Thresholded (0.1000 % ; 99.90 %),6.114681594,1.797053557,-0.6245603125,3.118994983,3.462739,5.824865,9.287604,1.433666659,6.186196317,2.1403856,4.500388659,21.5096091,*****,95.50891626,0.6583790797,0.2607537679,2.803065578,0.04887515412,2.189260332,0.04887515412,1.655744755,1.925756245,0.263504087,3.7498595,0.8859021449,2345.431705,37.01971436,89.99782695,142.9764678,53.96163083,200,0.005036950897,0.01546548303,200,0.9966679145,2.850268335,27.62160183,1.304085279,1.75653168,
